Attrition,Age,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender
0,51,313,Research & Development,3,3,4,Female,98,3,4,Healthcare Representative,2,13734,7192,3,0,18,3,80,0,21,6,3,7,7,1,0,Female
0,52,699,Research & Development,1,4,3,Male,65,2,5,Manager,3,19999,5678,0,0,14,3,80,1,34,5,3,33,18,11,9,Male
0,27,894,Research & Development,9,3,4,Female,99,3,1,Research Scientist,2,2279,11781,1,0,16,3,80,0,7,2,2,7,7,0,3,Female
1,35,556,Research & Development,23,2,2,Male,50,2,2,Manufacturing Director,3,5916,15497,3,1,13,3,80,0,8,1,3,1,0,0,1,Male
0,43,1344,Research & Development,7,3,4,Male,37,4,1,Research Scientist,4,2089,5228,4,0,14,3,80,3,7,3,4,5,4,2,2,Male
0,45,1195,Research & Development,2,2,1,Male,65,2,4,Manager,4,16792,20462,9,0,23,4,80,1,22,1,3,20,8,11,8,Male
0,37,290,Research & Development,21,3,2,Male,65,4,1,Research Scientist,1,3564,22977,1,1,12,3,80,1,8,3,2,8,7,1,7,Male
0,35,138,Research & Development,2,3,2,Female,37,3,2,Laboratory Technician,2,4425,15986,5,0,11,3,80,0,10,5,3,6,2,1,2,Female
0,42,926,Research & Development,21,2,3,Female,36,3,2,Manufacturing Director,3,5265,16439,2,0,16,3,80,1,11,5,3,5,3,0,2,Female
0,38,1261,Research & Development,2,4,4,Male,88,3,2,Manufacturing Director,3,6553,7259,9,0,14,3,80,0,14,3,3,1,0,0,0,Male
0,38,1084,Research & Development,29,3,4,Male,54,3,2,Manufacturing Director,4,6261,4185,3,0,18,3,80,1,9,3,1,7,7,1,7,Male
0,27,472,Research & Development,1,1,3,Male,60,2,2,Manufacturing Director,1,4298,9679,5,0,19,3,80,1,6,1,3,2,2,2,0,Male
0,49,1002,Research & Development,18,4,4,Male,92,3,2,Manufacturing Director,4,6804,23793,1,1,15,3,80,2,7,0,3,7,7,1,7,Male
0,34,878,Research & Development,10,4,4,Male,43,3,1,Research Scientist,3,3815,5972,1,1,17,3,80,1,5,4,4,5,3,2,0,Male
0,40,905,Research & Development,19,2,3,Male,99,3,2,Laboratory Technician,4,2741,16523,8,1,15,3,80,1,15,2,4,7,2,3,7,Male
1,38,1180,Research & Development,29,1,2,Male,70,3,2,Healthcare Representative,1,6673,11354,7,1,19,3,80,0,17,2,3,1,0,0,0,Male
1,29,121,Sales,27,3,2,Female,35,3,3,Sales Executive,4,7639,24525,1,0,22,4,80,3,10,3,2,10,4,1,9,Female
0,22,1136,Research & Development,5,3,4,Male,60,4,1,Research Scientist,2,2328,12392,1,1,16,3,80,1,4,2,2,4,2,2,2,Male
0,36,635,Research & Development,18,1,2,Female,73,3,1,Laboratory Technician,4,2153,7703,1,0,13,3,80,0,8,2,3,8,1,1,7,Female
0,40,1151,Research & Development,9,5,4,Male,63,2,2,Healthcare Representative,4,4876,14242,9,0,14,3,80,1,5,5,1,3,2,0,2,Male
0,46,644,Research & Development,1,4,4,Male,97,3,3,Healthcare Representative,1,9396,12368,7,0,16,3,80,1,17,3,3,4,2,0,3,Male
1,32,1045,Sales,4,4,4,Male,32,1,3,Sales Executive,4,10400,25812,1,0,11,3,80,0,14,2,2,14,8,9,8,Male
0,30,829,Research & Development,1,1,3,Male,88,2,3,Manufacturing Director,3,8474,20925,1,0,22,4,80,0,12,2,3,11,8,5,8,Male
0,27,1242,Sales,20,3,4,Female,90,3,2,Sales Executive,3,9981,12916,1,0,14,3,80,0,7,2,3,7,7,0,7,Female
0,51,1469,Research & Development,8,4,2,Male,81,2,3,Research Director,2,12490,15736,5,0,16,3,80,2,16,5,1,10,9,4,7,Male
1,30,1005,Research & Development,3,3,4,Female,88,3,1,Research Scientist,1,2657,8556,5,1,11,3,80,0,8,5,3,5,2,0,4,Female
0,41,896,Sales,6,3,4,Female,75,3,3,Manager,4,13591,14674,3,1,18,3,80,0,16,3,3,1,0,0,0,Female
1,30,334,Sales,26,4,3,Female,52,2,2,Sales Executive,1,6696,22967,5,0,15,3,80,0,9,5,2,6,3,0,1,Female
1,29,992,Research & Development,1,3,3,Male,85,3,1,Research Scientist,3,2058,19757,0,0,14,3,80,0,7,1,2,6,2,1,5,Male
0,45,1052,Sales,6,3,4,Female,57,2,3,Sales Executive,4,8865,16840,6,0,12,3,80,0,23,2,3,19,7,12,8,Female
0,54,1147,Sales,3,3,4,Female,52,3,2,Sales Executive,1,5940,17011,2,0,14,3,80,1,16,4,3,6,2,0,5,Female
0,36,1396,Research & Development,5,2,4,Male,62,3,2,Laboratory Technician,2,5914,9945,8,0,16,3,80,0,16,3,4,13,11,3,7,Male
0,33,147,Research & Development,4,4,3,Female,47,2,1,Research Scientist,2,2622,13248,6,0,21,4,80,0,7,3,3,3,2,1,1,Female
0,37,663,Research & Development,11,3,2,Male,47,3,3,Research Director,4,12185,10056,1,1,14,3,80,3,10,1,3,10,8,0,7,Male
0,38,119,Sales,3,3,1,Male,76,3,3,Sales Executive,3,10609,9647,0,0,12,3,80,2,17,6,2,16,10,5,13,Male
0,31,979,Research & Development,1,4,3,Male,90,1,2,Manufacturing Director,3,4345,4381,0,0,12,3,80,1,6,2,3,5,4,1,4,Male
0,59,142,Research & Development,3,3,3,Male,70,2,1,Research Scientist,4,2177,8456,3,0,17,3,80,1,7,6,3,1,0,0,0,Male
0,37,319,Sales,4,4,1,Male,41,3,1,Sales Representative,4,2793,2539,4,0,17,3,80,1,13,2,3,9,8,5,8,Male
0,29,1413,Sales,1,1,2,Female,42,3,3,Sales Executive,4,7918,6599,1,0,14,3,80,1,11,5,3,11,10,4,1,Female
0,35,944,Sales,1,3,3,Female,92,3,3,Sales Executive,3,8789,9096,1,0,14,3,80,0,10,3,4,10,7,0,8,Female
1,29,896,Research & Development,18,1,3,Male,86,2,1,Research Scientist,4,2389,14961,1,1,13,3,80,0,4,3,2,4,3,0,1,Male
0,52,1323,Research & Development,2,3,3,Female,89,2,1,Laboratory Technician,4,3212,3300,7,0,15,3,80,0,6,3,2,2,2,2,2,Female
0,42,532,Research & Development,4,2,3,Male,58,3,5,Manager,4,19232,4933,1,0,11,3,80,0,22,3,3,22,17,11,15,Male
0,59,818,Human Resources,6,2,2,Male,52,3,1,Human Resources,3,2267,25657,8,0,17,3,80,0,7,2,2,2,2,2,2,Male
0,50,854,Sales,1,4,4,Female,68,3,5,Manager,4,19517,24118,3,0,11,3,80,1,32,3,2,7,0,0,6,Female
1,33,813,Research & Development,14,3,3,Male,58,3,1,Laboratory Technician,4,2436,22149,5,1,13,3,80,1,8,2,1,5,4,0,4,Male
0,43,1034,Sales,16,3,4,Female,80,3,4,Manager,4,16064,7744,5,1,22,4,80,1,22,3,3,17,13,1,9,Female
1,33,465,Research & Development,2,2,1,Female,39,3,1,Laboratory Technician,1,2707,21509,7,0,20,4,80,0,13,3,4,9,7,1,7,Female
0,52,771,Sales,2,4,1,Male,79,2,5,Manager,3,19068,21030,1,1,18,3,80,0,33,2,4,33,7,15,12,Male
0,32,1401,Sales,4,2,3,Female,56,3,1,Sales Representative,2,3931,20990,2,0,11,3,80,1,6,5,3,4,3,1,2,Female
1,32,515,Research & Development,1,3,4,Male,62,2,1,Laboratory Technician,3,3730,9571,0,1,14,3,80,0,4,2,1,3,2,1,2,Male
0,39,1431,Research & Development,1,4,3,Female,96,3,1,Laboratory Technician,3,2232,15417,7,0,14,3,80,3,7,1,3,3,2,1,2,Female
0,32,976,Sales,26,4,3,Male,100,3,2,Sales Executive,4,4465,12069,0,0,18,3,80,0,4,2,3,3,2,2,2,Male
0,41,1411,Research & Development,19,2,3,Male,36,3,2,Research Scientist,1,3072,19877,2,0,16,3,80,2,17,2,2,1,0,0,0,Male
0,40,1300,Research & Development,24,2,1,Male,62,3,2,Research Scientist,4,3319,24447,1,0,17,3,80,2,9,3,3,9,8,4,7,Male
0,45,252,Research & Development,1,3,3,Male,70,4,5,Manager,4,19202,15970,0,0,11,3,80,1,25,2,3,24,0,1,7,Male
0,31,1327,Research & Development,3,4,2,Male,73,3,3,Research Director,3,13675,13523,9,0,12,3,80,1,9,3,3,2,2,2,2,Male
0,33,832,Research & Development,5,4,3,Female,63,2,1,Research Scientist,4,2911,14776,1,0,13,3,80,1,2,2,2,2,2,0,2,Female
0,34,470,Research & Development,2,4,4,Male,84,2,2,Manufacturing Director,1,5957,23687,6,0,13,3,80,1,13,3,3,11,9,5,9,Male
0,37,1017,Research & Development,1,2,3,Female,83,2,1,Research Scientist,1,3920,18697,2,0,14,3,80,1,17,2,2,3,1,0,2,Female
0,45,1199,Research & Development,7,4,1,Male,77,4,2,Manufacturing Director,3,6434,5118,4,0,17,3,80,1,9,1,3,3,2,0,2,Male
1,37,504,Research & Development,10,3,1,Male,61,3,3,Manufacturing Director,3,10048,22573,6,0,11,3,80,2,17,5,3,1,0,0,0,Male
0,39,505,Research & Development,2,4,3,Female,64,3,3,Healthcare Representative,3,10938,6420,0,0,25,4,80,0,20,1,3,19,6,11,8,Female
0,29,665,Research & Development,15,3,3,Male,60,3,1,Research Scientist,4,2340,22673,1,0,19,3,80,0,6,1,3,6,5,1,5,Male
0,42,916,Research & Development,17,2,4,Female,82,4,2,Research Scientist,1,6545,23016,3,1,13,3,80,0,10,1,3,3,2,0,2,Female
0,29,1247,Sales,20,2,4,Male,45,3,2,Sales Executive,4,6931,10732,2,0,14,3,80,1,10,2,3,3,2,0,2,Male
0,25,685,Research & Development,1,3,1,Female,62,3,2,Manufacturing Director,3,4898,7505,0,0,12,3,80,2,5,3,3,4,2,1,2,Female
0,42,269,Research & Development,2,3,4,Female,56,2,1,Laboratory Technician,1,2593,8007,0,1,11,3,80,1,10,4,3,9,6,7,8,Female
0,40,1416,Research & Development,2,2,1,Male,49,3,5,Research Director,3,19436,5949,0,0,19,3,80,1,22,5,3,21,7,3,9,Male
0,51,833,Research & Development,1,3,3,Male,96,3,1,Research Scientist,4,2723,23231,1,0,11,3,80,0,1,0,2,1,0,0,0,Male
1,31,307,Research & Development,29,2,3,Male,71,2,1,Laboratory Technician,2,3479,11652,0,0,11,3,80,0,6,2,4,5,4,1,4,Male
0,32,1311,Research & Development,7,3,2,Male,100,4,1,Laboratory Technician,2,2794,26062,1,0,20,4,80,0,5,3,1,5,1,0,3,Male
0,38,1327,Sales,2,2,4,Male,39,2,2,Sales Executive,4,5249,19682,3,0,18,3,80,1,13,0,3,8,7,7,5,Male
0,32,128,Research & Development,2,1,4,Male,84,2,2,Laboratory Technician,1,2176,19737,4,0,13,3,80,0,9,5,3,6,2,0,4,Male
0,46,488,Sales,2,3,3,Female,75,1,4,Manager,2,16872,14977,3,1,12,3,80,1,28,2,2,7,7,7,7,Female
1,28,529,Research & Development,2,4,1,Male,79,3,1,Laboratory Technician,3,3485,14935,2,0,11,3,80,0,5,5,1,0,0,0,0,Male
0,29,1210,Sales,2,3,1,Male,78,2,2,Sales Executive,2,6644,3687,2,0,19,3,80,2,10,2,3,0,0,0,0,Male
0,31,1463,Research & Development,23,3,2,Male,64,2,2,Healthcare Representative,4,5582,14408,0,0,21,4,80,1,10,2,3,9,0,7,8,Male
0,25,675,Research & Development,5,2,2,Male,85,4,2,Healthcare Representative,1,4000,18384,1,0,12,3,80,2,6,2,3,6,3,1,5,Male
0,45,1385,Research & Development,20,2,3,Male,79,3,4,Healthcare Representative,4,13496,7501,0,1,14,3,80,0,21,2,3,20,7,4,10,Male
0,36,1403,Research & Development,6,3,4,Male,47,3,1,Laboratory Technician,4,3210,20251,0,0,11,3,80,1,16,4,3,15,13,10,11,Male
0,55,452,Research & Development,1,3,4,Male,81,3,5,Manager,1,19045,18938,0,1,14,3,80,0,37,2,3,36,10,4,13,Male
1,47,666,Research & Development,29,4,1,Male,88,3,3,Manager,2,11849,10268,1,1,12,3,80,1,10,2,2,10,7,9,9,Male
0,28,1158,Research & Development,9,3,4,Male,94,3,1,Research Scientist,4,2070,2613,1,0,23,4,80,1,5,3,2,5,2,0,4,Male
0,37,228,Sales,6,4,3,Male,98,3,2,Sales Executive,4,6502,22825,4,0,14,3,80,1,7,5,4,5,4,0,1,Male
0,21,996,Research & Development,3,2,4,Male,100,2,1,Research Scientist,3,3230,10531,1,0,17,3,80,0,3,4,4,3,2,1,0,Male
0,37,728,Research & Development,1,4,1,Female,80,3,3,Research Director,4,13603,11677,2,1,18,3,80,2,15,2,3,5,2,0,2,Female
0,35,1315,Research & Development,22,3,2,Female,71,4,3,Manager,2,11996,19100,7,0,18,3,80,1,10,6,2,7,7,6,2,Female
0,38,322,Sales,7,2,1,Female,44,4,2,Sales Executive,1,5605,19191,1,1,24,4,80,1,8,3,3,8,0,7,7,Female
0,26,1479,Research & Development,1,3,3,Female,84,3,2,Manufacturing Director,2,6397,26767,1,0,20,4,80,1,6,6,1,6,5,1,4,Female
0,50,797,Research & Development,4,1,1,Male,96,3,5,Research Director,2,19144,15815,3,0,14,3,80,2,28,4,2,10,4,1,6,Male
0,53,1070,Research & Development,3,4,3,Male,45,3,4,Research Director,3,17584,21016,3,1,16,3,80,3,21,5,2,5,3,1,3,Male
0,42,635,Sales,1,1,2,Male,99,3,2,Sales Executive,3,4907,24532,1,0,25,4,80,0,20,3,3,20,16,11,6,Male
0,29,442,Sales,2,2,2,Male,44,3,2,Sales Executive,4,4554,20260,1,0,18,3,80,0,10,3,2,10,7,0,9,Male
0,55,147,Research & Development,20,2,2,Male,37,3,2,Laboratory Technician,4,5415,15972,3,1,19,3,80,1,12,4,3,10,7,0,8,Male
0,26,496,Research & Development,11,2,1,Male,60,3,2,Healthcare Representative,1,4741,22722,1,1,13,3,80,1,5,3,3,5,3,3,3,Male
0,37,1372,Research & Development,1,3,4,Female,42,3,1,Research Scientist,4,2115,15881,1,0,12,3,80,0,17,3,3,17,12,5,7,Female
1,44,920,Research & Development,24,3,4,Male,43,3,1,Laboratory Technician,3,3161,19920,3,1,22,4,80,1,19,0,1,1,0,0,0,Male
0,38,688,Research & Development,23,4,4,Male,82,3,2,Healthcare Representative,4,5745,18899,9,0,14,3,80,1,10,2,3,2,2,1,2,Male
1,26,1449,Research & Development,16,4,1,Male,45,3,1,Laboratory Technician,2,2373,14180,2,1,13,3,80,1,5,2,3,3,2,0,2,Male
0,28,1117,Research & Development,8,2,4,Female,66,3,1,Research Scientist,4,3310,4488,1,0,21,4,80,0,5,3,3,5,3,0,2,Female
0,49,636,Research & Development,10,4,3,Female,35,3,5,Research Director,1,18665,25594,9,1,11,3,80,0,22,4,3,3,2,1,2,Female
0,36,506,Research & Development,3,3,3,Male,30,3,2,Research Scientist,2,4485,26285,4,0,12,3,80,0,10,2,3,8,0,7,7,Male
0,31,444,Sales,5,3,4,Female,84,3,1,Sales Representative,2,2789,3909,1,0,11,3,80,1,2,5,2,2,2,2,2,Female
1,26,950,Sales,4,4,4,Male,48,2,2,Sales Executive,4,5828,8450,1,1,12,3,80,0,8,0,3,8,7,7,4,Male
0,37,889,Research & Development,9,3,2,Male,53,3,1,Research Scientist,4,2326,11411,1,1,12,3,80,3,4,3,2,4,2,1,2,Male
0,42,555,Sales,26,3,3,Female,77,3,4,Sales Executive,2,13525,14864,5,0,14,3,80,1,23,2,4,20,4,4,8,Female
1,18,230,Research & Development,3,3,3,Male,54,3,1,Laboratory Technician,3,1420,25233,1,0,13,3,80,0,0,2,3,0,0,0,0,Male
0,35,1232,Sales,16,3,3,Male,96,3,3,Sales Executive,2,8020,5100,0,0,15,3,80,2,12,3,2,11,9,6,9,Male
0,36,566,Research & Development,18,4,3,Male,81,4,1,Laboratory Technician,4,3688,7122,4,0,18,3,80,2,4,2,3,1,0,0,0,Male
0,51,1302,Research & Development,2,3,4,Male,84,1,2,Manufacturing Director,2,5482,16321,5,0,18,3,80,1,13,3,3,4,1,1,2,Male
0,41,334,Sales,2,4,4,Male,88,3,4,Manager,2,16015,15896,1,0,19,3,80,0,22,2,3,22,10,0,4,Male
0,18,812,Sales,10,3,4,Female,69,2,1,Sales Representative,3,1200,9724,1,0,12,3,80,0,0,2,3,0,0,0,0,Female
0,28,1476,Research & Development,16,2,2,Male,68,4,2,Healthcare Representative,1,5661,4824,0,0,19,3,80,0,9,2,3,8,3,0,7,Male
0,31,218,Sales,7,3,2,Male,100,4,2,Sales Executive,4,6929,12241,4,0,11,3,80,1,10,3,2,8,7,7,7,Male
0,39,1132,Research & Development,1,3,3,Male,48,4,3,Healthcare Representative,4,9613,10942,0,0,17,3,80,3,19,5,2,18,10,3,7,Male
0,36,1105,Research & Development,24,4,2,Female,47,3,2,Laboratory Technician,2,5674,6927,7,0,15,3,80,1,11,3,3,9,8,0,8,Female
0,32,906,Sales,7,3,4,Male,91,2,2,Sales Executive,3,5484,16985,1,0,14,3,80,1,13,3,2,13,8,4,8,Male
0,38,849,Research & Development,25,2,1,Female,81,2,3,Research Director,2,12061,26707,3,0,17,3,80,1,19,2,3,10,8,0,1,Female
0,58,390,Research & Development,1,4,4,Male,32,1,2,Healthcare Representative,3,5660,17056,2,1,13,3,80,1,12,2,3,5,3,1,2,Male
0,31,691,Research & Development,5,4,3,Male,86,3,1,Research Scientist,4,4821,10077,0,1,12,3,80,1,6,4,3,5,2,0,3,Male
0,31,106,Human Resources,2,3,1,Male,62,2,2,Human Resources,1,6410,17822,3,0,12,3,80,0,9,1,3,2,2,1,0,Male
0,45,1249,Research & Development,7,3,1,Male,97,3,3,Laboratory Technician,1,5210,20308,1,0,18,3,80,1,24,2,3,24,9,9,11,Male
0,31,192,Research & Development,2,4,3,Male,32,3,1,Research Scientist,4,2695,7747,0,1,18,3,80,1,3,2,1,2,2,2,2,Male
0,33,553,Research & Development,5,4,4,Female,74,3,3,Manager,2,11878,23364,6,0,11,3,80,2,12,2,3,10,6,8,8,Female
0,39,117,Research & Development,10,1,3,Male,99,3,4,Manager,1,17068,5355,1,1,14,3,80,0,21,3,3,21,9,11,10,Male
0,43,185,Research & Development,10,4,3,Female,33,3,1,Laboratory Technician,4,2455,10675,0,0,19,3,80,0,9,5,3,8,7,1,7,Female
0,49,1091,Research & Development,1,2,3,Female,90,2,4,Healthcare Representative,3,13964,17810,7,1,12,3,80,0,25,2,3,7,1,0,7,Female
1,52,723,Research & Development,8,4,3,Male,85,2,2,Research Scientist,2,4941,17747,2,0,15,3,80,0,11,3,2,8,2,7,7,Male
0,27,1220,Research & Development,5,3,3,Female,85,3,1,Research Scientist,2,2478,20938,1,1,12,3,80,0,4,2,2,4,3,1,2,Female
0,32,588,Sales,8,2,3,Female,65,2,2,Sales Executive,2,5228,24624,1,1,11,3,80,0,13,2,3,13,12,11,9,Female
0,27,1377,Sales,2,3,4,Male,74,3,2,Sales Executive,3,4478,5242,1,1,11,3,80,0,5,3,3,5,4,0,4,Male
0,31,691,Sales,7,3,4,Male,73,3,2,Sales Executive,4,7547,7143,4,0,12,3,80,3,13,3,3,7,7,1,7,Male
0,32,1018,Research & Development,2,4,1,Female,74,4,2,Research Scientist,4,5055,10557,7,0,16,3,80,0,10,0,2,7,7,0,7,Female
1,28,1157,Research & Development,2,4,1,Male,84,1,1,Research Scientist,4,3464,24737,5,1,13,3,80,0,5,4,2,3,2,2,2,Male
0,30,1275,Research & Development,28,2,4,Female,64,3,2,Research Scientist,4,5775,11934,1,0,13,3,80,2,11,2,3,10,8,1,9,Female
0,31,798,Research & Development,7,2,3,Female,48,2,3,Manufacturing Director,3,8943,14034,1,0,24,4,80,1,10,2,3,10,9,8,9,Female
0,39,672,Research & Development,7,2,3,Male,54,2,5,Manager,4,19272,21141,1,0,15,3,80,1,21,2,3,21,9,13,3,Male
1,39,1162,Sales,3,2,4,Female,41,3,2,Sales Executive,3,5238,17778,4,1,18,3,80,0,12,3,2,1,0,0,0,Female
0,33,508,Sales,10,3,2,Male,46,2,2,Sales Executive,4,4682,4317,3,0,14,3,80,0,9,6,2,7,7,0,1,Male
0,47,1482,Research & Development,5,5,4,Male,42,3,5,Research Director,3,18300,16375,4,0,11,3,80,1,21,2,3,3,2,1,1,Male
0,43,559,Research & Development,10,4,3,Female,82,2,2,Laboratory Technician,3,5257,6227,1,0,11,3,80,1,9,3,4,9,7,0,0,Female
0,27,210,Sales,1,1,3,Male,73,3,2,Sales Executive,2,6349,22107,0,1,13,3,80,1,6,0,3,5,4,1,4,Male
0,54,928,Research & Development,20,4,4,Female,31,3,2,Research Scientist,3,4869,16885,3,0,12,3,80,0,20,4,2,4,3,0,3,Female
0,43,1001,Research & Development,7,3,3,Female,43,3,3,Healthcare Representative,1,9985,9262,8,0,16,3,80,1,10,1,2,1,0,0,0,Female
0,45,549,Research & Development,8,4,4,Male,75,3,2,Research Scientist,4,3697,9278,9,0,14,3,80,2,12,3,3,10,9,9,8,Male
0,40,1124,Sales,1,2,2,Male,57,1,2,Sales Executive,4,7457,13273,2,1,22,4,80,3,6,2,2,4,3,0,2,Male
1,29,318,Research & Development,8,4,2,Male,77,1,1,Laboratory Technician,1,2119,4759,1,1,11,3,80,0,7,4,2,7,7,0,7,Male
0,29,738,Research & Development,9,5,2,Male,30,2,1,Laboratory Technician,4,3983,7621,0,0,17,3,80,0,4,2,3,3,2,2,2,Male
0,30,570,Sales,5,3,4,Female,30,2,2,Sales Executive,3,6118,5431,1,0,13,3,80,3,10,2,3,10,9,1,2,Female
0,27,1130,Sales,8,4,2,Female,56,3,2,Sales Executive,2,6214,3415,1,0,18,3,80,1,8,3,3,8,7,0,7,Female
0,37,1192,Research & Development,5,2,4,Male,61,3,2,Manufacturing Director,4,6347,23177,7,0,16,3,80,2,8,2,2,6,2,0,4,Male
0,38,343,Research & Development,15,2,3,Male,92,2,3,Research Director,4,11510,15682,0,1,14,3,80,1,12,3,3,11,10,2,9,Male
0,31,1232,Research & Development,7,4,3,Female,39,3,3,Manufacturing Director,4,7143,25713,1,1,14,3,80,0,11,2,2,11,9,4,10,Female
0,29,144,Sales,10,1,4,Female,39,2,2,Sales Executive,2,8268,11866,1,1,14,3,80,2,7,2,3,7,7,1,7,Female
0,35,1296,Research & Development,5,4,3,Male,62,3,3,Manufacturing Director,2,8095,18264,0,0,13,3,80,0,17,5,3,16,6,0,13,Male
0,23,1309,Research & Development,26,1,3,Male,83,3,1,Research Scientist,4,2904,16092,1,0,12,3,80,2,4,2,2,4,2,0,2,Male
0,41,483,Research & Development,6,3,4,Male,95,2,2,Manufacturing Director,2,6032,10110,6,1,15,3,80,0,8,3,3,5,4,1,2,Male
0,47,1309,Sales,4,1,2,Male,99,3,2,Sales Representative,3,2976,25751,3,0,19,3,80,0,5,3,3,0,0,0,0,Male
0,42,810,Research & Development,23,5,1,Female,44,3,4,Research Director,4,15992,15901,2,0,14,3,80,0,16,2,3,1,0,0,0,Female
0,29,746,Sales,2,3,4,Male,61,3,2,Sales Executive,3,4649,16928,1,0,14,3,80,1,4,3,2,4,3,0,2,Male
0,42,544,Human Resources,2,1,3,Male,52,3,1,Human Resources,3,2696,24017,0,1,11,3,80,1,4,5,3,3,2,1,0,Male
0,32,1062,Research & Development,2,3,3,Female,75,3,1,Laboratory Technician,2,2370,3956,1,0,13,3,80,1,8,4,3,8,0,0,7,Female
0,48,530,Sales,29,1,1,Female,91,3,3,Manager,3,12504,23978,3,0,21,4,80,1,15,3,1,0,0,0,0,Female
0,37,1319,Research & Development,6,3,3,Male,51,4,2,Research Scientist,1,5974,17001,4,1,13,3,80,2,13,2,3,7,7,6,7,Male
0,30,641,Sales,25,2,4,Female,85,3,2,Sales Executive,3,4736,6069,7,1,12,3,80,1,4,2,4,2,2,2,2,Female
0,26,933,Sales,1,3,3,Male,57,3,2,Sales Executive,3,5296,20156,1,0,17,3,80,1,8,3,3,8,7,7,7,Male
0,42,1332,Research & Development,2,4,1,Male,98,2,2,Healthcare Representative,4,6781,17078,3,0,23,4,80,0,14,6,3,1,0,0,0,Male
1,21,756,Sales,1,1,1,Female,99,2,1,Sales Representative,2,2174,9150,1,1,11,3,80,0,3,3,3,3,2,1,2,Female
0,36,845,Sales,1,5,4,Female,45,3,2,Sales Executive,4,6653,15276,4,0,15,3,80,0,7,6,3,1,0,0,0,Female
0,36,541,Sales,3,4,1,Male,48,2,3,Sales Executive,4,9699,7246,4,0,11,3,80,1,16,2,3,13,9,1,12,Male
0,57,593,Research & Development,1,4,4,Male,88,3,2,Healthcare Representative,3,6755,2967,2,0,11,3,80,0,15,2,3,3,2,1,2,Male
0,40,1171,Research & Development,10,4,4,Female,46,4,1,Laboratory Technician,3,2213,22495,3,1,13,3,80,1,10,3,3,7,7,1,7,Female
0,21,895,Sales,9,2,1,Male,39,3,1,Sales Representative,4,2610,2851,1,0,24,4,80,0,3,3,2,3,2,2,2,Male
1,33,350,Sales,5,3,4,Female,34,3,1,Sales Representative,3,2851,9150,1,1,13,3,80,0,1,2,3,1,0,0,0,Female
0,37,921,Research & Development,10,3,3,Female,98,3,1,Laboratory Technician,1,3452,17663,6,0,20,4,80,1,17,3,3,5,4,0,3,Female
0,46,1144,Research & Development,7,4,3,Female,30,3,2,Manufacturing Director,3,5258,16044,2,0,14,3,80,0,7,2,4,1,0,0,0,Female
1,41,143,Sales,4,3,1,Male,56,3,2,Sales Executive,2,9355,9558,1,0,18,3,80,0,8,5,3,8,7,7,7,Male
0,50,1046,Research & Development,10,3,4,Male,100,2,3,Healthcare Representative,4,10496,2755,6,0,15,3,80,0,20,2,3,4,3,1,3,Male
1,40,575,Sales,22,2,3,Male,68,2,2,Sales Executive,3,6380,6110,2,1,12,3,80,2,8,6,3,6,4,1,0,Male
0,31,408,Research & Development,9,4,3,Male,42,2,1,Research Scientist,2,2657,7551,0,1,16,3,80,0,3,5,3,2,2,2,2,Male
1,21,156,Sales,12,3,3,Female,90,4,1,Sales Representative,2,2716,25422,1,0,15,3,80,0,1,0,3,1,0,0,0,Female
0,29,1283,Research & Development,23,3,4,Male,54,3,1,Research Scientist,4,2201,18168,9,0,16,3,80,0,6,4,3,3,2,1,2,Male
0,35,755,Research & Development,9,4,3,Male,97,2,2,Healthcare Representative,2,6540,19394,9,0,19,3,80,0,10,5,3,1,1,0,0,Male
0,27,1469,Research & Development,1,2,4,Male,82,3,1,Laboratory Technician,2,3816,17881,1,0,11,3,80,1,5,2,3,5,2,0,4,Male
0,28,304,Sales,9,4,2,Male,92,3,2,Sales Executive,4,5253,20750,1,0,16,3,80,0,7,1,3,7,5,0,7,Male
0,49,1261,Research & Development,7,3,2,Male,31,2,3,Healthcare Representative,3,10965,12066,8,0,24,4,80,0,26,2,3,5,2,0,0,Male
0,51,1178,Sales,14,2,3,Female,87,3,2,Sales Executive,4,4936,14862,4,0,11,3,80,1,18,2,2,7,7,0,7,Female
0,36,329,Research & Development,2,3,4,Female,96,3,1,Research Scientist,3,2543,11868,4,0,13,3,80,1,6,3,3,2,2,2,2,Female
1,34,1362,Sales,19,3,1,Male,67,4,2,Sales Executive,4,5304,4652,8,1,13,3,80,0,9,3,2,5,2,0,4,Male
0,55,1311,Research & Development,2,3,3,Female,97,3,4,Manager,4,16659,23258,2,1,13,3,80,0,30,2,3,5,4,1,2,Female
0,24,1371,Sales,10,4,4,Female,77,3,2,Sales Executive,3,4260,5915,1,1,12,3,80,1,5,2,4,5,2,0,3,Female
0,30,202,Sales,2,1,3,Male,72,3,1,Sales Representative,2,2476,17434,1,0,18,3,80,1,1,3,3,1,0,0,0,Male
